,Unnamed: 0,longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,ocean_proximity
4151,7251,-118.12,33.98,44.0,932.0,179.0,717.0,180.0,3.6875,<1H OCEAN
4152,17405,-120.45,34.95,7.0,1479.0,532.0,1057.0,459.0,2.2538,<1H OCEAN
4153,3567,-118.59,34.23,14.0,4407.0,1209.0,2676.0,1128.0,3.4091,<1H OCEAN
4154,4709,-118.35,34.06,52.0,1368.0,322.0,617.0,303.0,5.3819,<1H OCEAN
4155,16564,-121.52,37.75,18.0,1544.0,272.0,825.0,286.0,4.3229,INLAND
4156,7087,-118.01,33.93,34.0,2424.0,468.0,1293.0,444.0,3.275,<1H OCEAN
4157,16884,-122.39,37.58,36.0,6026.0,852.0,2314.0,892.0,7.8997,NEAR OCEAN
4158,15258,-117.25,33.03,6.0,3416.0,493.0,1319.0,467.0,6.9326,NEAR OCEAN
4159,20387,-118.92,34.19,16.0,3631.0,974.0,2585.0,923.0,3.0691,<1H OCEAN
4160,1826,-122.31,37.92,30.0,1014.0,236.0,537.0,204.0,2.8456,NEAR BAY
4161,10272,-117.87,33.87,16.0,1332.0,368.0,1534.0,295.0,3.0227,<1H OCEAN
4162,5019,-118.32,33.99,43.0,2028.0,479.0,1074.0,394.0,2.5909,<1H OCEAN
4163,16122,-122.46,37.78,52.0,3429.0,773.0,1584.0,696.0,3.7887,NEAR BAY
4164,2178,-119.87,36.76,34.0,1649.0,323.0,919.0,316.0,2.875,INLAND
4165,7311,-118.2,33.99,31.0,1186.0,387.0,2087.0,409.0,1.9132,<1H OCEAN
4166,19858,-119.29,36.35,15.0,1740.0,319.0,1332.0,308.0,2.5743,INLAND
4167,8331,-118.3,33.93,36.0,2196.0,633.0,2017.0,583.0,1.3962,<1H OCEAN
4168,19450,-121.03,37.68,27.0,1956.0,327.0,1004.0,307.0,3.7857,INLAND
4169,7108,-118.01,33.89,33.0,2046.0,327.0,1018.0,320.0,4.2292,<1H OCEAN
4170,5632,-118.28,33.75,41.0,1305.0,381.0,1384.0,369.0,2.45,NEAR OCEAN
4171,15884,-122.4,37.73,45.0,3490.0,712.0,2337.0,781.0,3.4472,NEAR BAY
4172,8083,-118.2,33.82,34.0,2807.0,768.0,2217.0,744.0,2.4286,NEAR OCEAN
4173,7004,-118.05,33.97,36.0,2854.0,688.0,2816.0,673.0,3.6,<1H OCEAN
4174,7427,-118.2,33.95,41.0,679.0,184.0,788.0,185.0,2.1406,<1H OCEAN
4175,1154,-121.49,39.52,25.0,848.0,153.0,436.0,155.0,3.9028,INLAND
4176,10894,-117.86,33.72,37.0,1429.0,428.0,2089.0,399.0,3.4130000000000003,<1H OCEAN
4177,6226,-117.92,34.07,38.0,175.0,22.0,129.0,20.0,9.7066,<1H OCEAN
4178,6532,-118.08,34.07,32.0,4089.0,975.0,3775.0,955.0,3.29,<1H OCEAN
4179,14319,-117.14,32.7,47.0,552.0,161.0,593.0,174.0,0.9589,NEAR OCEAN
4180,10143,-117.9,33.9,19.0,2176.0,414.0,1002.0,402.0,4.9743,<1H OCEAN
4181,3961,-118.56,34.2,35.0,1770.0,362.0,1083.0,355.0,5.0483,<1H OCEAN
4182,2656,-124.25,40.28,32.0,1430.0,419.0,434.0,187.0,1.9417,NEAR OCEAN
4183,6624,-118.14,34.17,52.0,2667.0,486.0,1681.0,504.0,4.0524,<1H OCEAN
4184,18333,-122.16,37.45,19.0,2207.0,810.0,1304.0,775.0,2.1406,NEAR BAY
4185,5847,-118.3,34.18,5.0,5492.0,1549.0,2997.0,1405.0,3.3205,<1H OCEAN
4186,1216,-120.79,38.24,19.0,1003.0,235.0,538.0,190.0,2.9821,INLAND
4187,3179,-119.77,36.32,14.0,3400.0,618.0,1867.0,612.0,3.9926,INLAND
4188,12427,-116.21,33.66,19.0,1596.0,295.0,1201.0,282.0,3.8846,INLAND
4189,4572,-118.27,34.07,32.0,1657.0,579.0,2071.0,598.0,2.1135,<1H OCEAN
4190,13934,-117.32,34.24,29.0,1290.0,263.0,323.0,113.0,1.9265,INLAND
4191,938,-122.03,37.54,6.0,2918.0,672.0,1911.0,639.0,4.1406,NEAR BAY
4192,16843,-122.44,37.63,35.0,5113.0,959.0,3004.0,964.0,4.7625,NEAR OCEAN
4193,18863,-122.21,38.11,35.0,2122.0,400.0,1189.0,408.0,3.0962,NEAR BAY
4194,8245,-118.19,33.78,31.0,1648.0,484.0,898.0,457.0,1.5844,NEAR OCEAN
4195,10820,-117.92,33.65,15.0,1309.0,477.0,1330.0,424.0,3.4417,<1H OCEAN
4196,9412,-122.47,37.85,19.0,1926.0,593.0,881.0,546.0,2.9145,NEAR BAY
4197,20051,-119.28,35.99,20.0,2911.0,597.0,1746.0,588.0,1.7372,INLAND
4198,20093,-120.12,38.12,37.0,3355.0,666.0,338.0,136.0,2.0625,INLAND
4199,12237,-116.94,33.74,19.0,2901.0,445.0,1414.0,475.0,4.6406,INLAND
4200,10446,-117.61,33.44,17.0,2036.0,272.0,713.0,265.0,6.5954,NEAR OCEAN
4201,19678,-121.62,39.16,16.0,2037.0,464.0,1267.0,451.0,2.4556,INLAND
4202,3888,-118.55,34.21,35.0,2592.0,490.0,1427.0,434.0,5.0623,<1H OCEAN
4203,8238,-118.18,33.77,39.0,1645.0,547.0,1339.0,499.0,1.5536,NEAR OCEAN
4204,4332,-118.31,34.08,23.0,1443.0,521.0,1264.0,450.0,2.7543,<1H OCEAN
4205,17482,-119.81,34.44,23.0,3172.0,588.0,1467.0,559.0,4.6806,NEAR OCEAN
4206,16271,-121.25,37.94,30.0,1509.0,308.0,967.0,278.0,1.7798,INLAND
4207,328,-122.18,37.73,43.0,1391.0,293.0,855.0,285.0,2.5192,NEAR BAY
4208,18630,-121.93,37.04,36.0,1522.0,230.0,677.0,206.0,5.8642,<1H OCEAN
4209,14302,-117.14,32.72,45.0,1140.0,310.0,840.0,339.0,1.6156,NEAR OCEAN
4210,16069,-122.49,37.75,47.0,2140.0,425.0,1105.0,401.0,3.7054,NEAR OCEAN
4211,17426,-120.46,34.65,14.0,885.0,223.0,533.0,224.0,2.5966,NEAR OCEAN
4212,11021,-117.83,33.83,13.0,3759.0,489.0,1496.0,499.0,8.3818,<1H OCEAN
4213,12840,-121.43,38.66,35.0,1814.0,367.0,1076.0,372.0,2.7179,INLAND
4214,19755,-122.21,40.18,30.0,744.0,156.0,410.0,165.0,2.1898,INLAND
4215,16822,-122.53,37.65,20.0,4582.0,1124.0,2325.0,1040.0,4.0556,NEAR OCEAN
4216,19514,-121.03,37.62,46.0,2331.0,508.0,1210.0,484.0,2.5313,INLAND
4217,17661,-121.88,37.27,27.0,2019.0,335.0,1020.0,351.0,5.8178,<1H OCEAN
4218,15467,-117.21,33.19,21.0,3765.0,612.0,1722.0,593.0,4.8152,<1H OCEAN
4219,640,-122.15,37.72,29.0,4169.0,1047.0,2024.0,962.0,2.8125,NEAR BAY
4220,13401,-117.45,34.13,16.0,5058.0,965.0,3388.0,878.0,3.6417,INLAND
4221,4461,-118.18,34.1,7.0,2529.0,689.0,1215.0,577.0,4.7853,<1H OCEAN
4222,14475,-117.21,32.86,24.0,3596.0,494.0,1573.0,492.0,6.5382,NEAR OCEAN
4223,2524,-122.18,39.55,28.0,1471.0,259.0,673.0,246.0,3.25,INLAND
4224,5231,-118.24,33.93,32.0,779.0,201.0,861.0,219.0,1.0625,<1H OCEAN
4225,12238,-116.94,33.73,17.0,5160.0,851.0,2344.0,781.0,3.7175,INLAND
4226,8293,-118.13,33.76,52.0,2216.0,526.0,940.0,530.0,4.5469,NEAR OCEAN
4227,13926,-114.65,34.89,17.0,2556.0,587.0,1005.0,401.0,1.6991,INLAND
4228,13529,-117.32,34.17,6.0,5661.0,1287.0,2943.0,1162.0,3.6362,INLAND
4229,16381,-121.3,38.02,4.0,1515.0,384.0,491.0,348.0,2.8523,INLAND
4230,16518,-121.21,37.8,44.0,300.0,72.0,160.0,73.0,2.1786,INLAND
4231,14872,-117.09,32.62,37.0,1538.0,298.0,867.0,285.0,3.0729,NEAR OCEAN
4232,7641,-118.28,33.81,29.0,2755.0,508.0,2046.0,488.0,5.2034,<1H OCEAN
4233,9690,-121.66,36.71,27.0,4131.0,886.0,2002.0,815.0,3.2929,<1H OCEAN
4234,16117,-122.54,37.74,42.0,2006.0,415.0,1230.0,435.0,4.1786,NEAR OCEAN
4235,12767,-121.42,38.61,34.0,1126.0,256.0,589.0,243.0,2.1776,INLAND
4236,20306,-119.17,34.16,17.0,5276.0,1020.0,4066.0,984.0,4.5828,NEAR OCEAN
4237,13274,-117.62,34.11,31.0,2561.0,414.0,1204.0,435.0,4.4637,INLAND
4238,3637,-118.44,34.23,36.0,1730.0,387.0,1099.0,353.0,4.0368,<1H OCEAN
4239,3044,-119.27,35.5,34.0,1367.0,329.0,796.0,319.0,2.8269,INLAND
4240,15050,-116.85,32.83,17.0,4234.0,770.0,2191.0,725.0,3.6445,<1H OCEAN
4241,5197,-118.27,33.94,30.0,1764.0,397.0,1406.0,362.0,1.449,<1H OCEAN
4242,19317,-123.04,38.49,30.0,3977.0,930.0,1387.0,582.0,2.6161,NEAR OCEAN
4243,14402,-117.25,32.79,43.0,906.0,240.0,458.0,205.0,1.8365,NEAR OCEAN
4244,9017,-118.75,34.1,34.0,2255.0,402.0,857.0,317.0,4.5333,NEAR OCEAN
4245,13458,-117.38,34.11,32.0,3179.0,662.0,1878.0,661.0,3.1375,INLAND
4246,994,-121.73,37.71,12.0,5608.0,1049.0,2595.0,1067.0,3.9864,INLAND
4247,8701,-118.35,33.86,28.0,2075.0,463.0,1216.0,446.0,3.9732,<1H OCEAN
4248,6448,-118.04,34.13,39.0,2485.0,382.0,1072.0,342.0,6.0878,INLAND
4249,8431,-118.36,33.93,19.0,3103.0,918.0,2033.0,738.0,2.6961,<1H OCEAN
4250,15720,-122.45,37.78,52.0,1345.0,291.0,560.0,294.0,3.7159,NEAR BAY
4251,17752,-121.83,37.32,21.0,4559.0,1163.0,5124.0,1124.0,3.2052,<1H OCEAN
4252,18830,-123.38,41.8,25.0,1941.0,477.0,1000.0,390.0,2.2976,INLAND
4253,6991,-118.03,33.97,22.0,2185.0,623.0,1644.0,606.0,2.593,<1H OCEAN
4254,12983,-121.3,38.68,19.0,2655.0,438.0,1253.0,454.0,5.2817,INLAND
4255,5863,-118.34,34.19,47.0,1721.0,343.0,834.0,334.0,4.1923,<1H OCEAN
4256,19950,-119.34,36.23,12.0,4965.0,872.0,2191.0,804.0,3.5611,INLAND
4257,13936,-117.28,34.24,16.0,3474.0,633.0,853.0,315.0,5.2185,INLAND
4258,15824,-122.42,37.75,52.0,1974.0,525.0,935.0,465.0,2.7173,NEAR BAY
4259,14749,-117.05,32.57,22.0,2857.0,516.0,2412.0,496.0,4.7337,NEAR OCEAN
4260,6158,-117.96,34.08,33.0,4151.0,850.0,3563.0,848.0,3.1912,<1H OCEAN
4261,15423,-117.26,33.2,13.0,3163.0,725.0,1675.0,629.0,2.8214,<1H OCEAN
4262,14084,-117.1,32.77,49.0,4449.0,711.0,1606.0,709.0,5.7768,NEAR OCEAN
4263,6491,-118.0,34.08,29.0,2003.0,401.0,1520.0,364.0,3.994,INLAND
4264,849,-122.04,37.59,14.0,1727.0,302.0,1116.0,273.0,5.3428,NEAR BAY
4265,19356,-123.03,38.79,16.0,4047.0,769.0,1998.0,673.0,3.375,<1H OCEAN
4266,954,-121.92,37.64,46.0,1280.0,209.0,512.0,208.0,5.1406,INLAND
4267,2700,-115.37,32.81,32.0,741.0,191.0,623.0,169.0,1.7604,INLAND
4268,19647,-120.84,37.47,11.0,2285.0,499.0,1468.0,471.0,2.7857,INLAND
4269,10282,-117.78,33.86,16.0,3471.0,708.0,1769.0,691.0,4.1064,<1H OCEAN
4270,1027,-120.55,38.46,16.0,1443.0,249.0,435.0,181.0,3.2031,INLAND
4271,3012,-118.95,34.83,18.0,3278.0,762.0,1338.0,550.0,2.9891,INLAND
4272,19367,-123.07,38.46,31.0,855.0,217.0,280.0,139.0,2.3611,NEAR OCEAN
4273,2404,-119.31,36.62,33.0,1485.0,374.0,1544.0,329.0,1.7292,INLAND
4274,14531,-117.13,32.92,16.0,1565.0,257.0,893.0,239.0,5.5036,<1H OCEAN
4275,12262,-116.95,33.78,24.0,3409.0,804.0,1939.0,739.0,1.7303,INLAND
4276,20479,-118.71,34.28,27.0,2911.0,562.0,1773.0,580.0,4.6528,<1H OCEAN
4277,17714,-121.79,37.34,20.0,2018.0,328.0,1196.0,323.0,4.9318,<1H OCEAN
4278,10178,-117.96,33.86,35.0,2146.0,430.0,1230.0,429.0,3.7813,<1H OCEAN
4279,5643,-118.31,33.74,22.0,5042.0,974.0,2260.0,935.0,4.3472,NEAR OCEAN
4280,13535,-117.32,34.16,9.0,711.0,139.0,316.0,152.0,4.0156,INLAND
4281,16286,-121.29,37.92,12.0,1096.0,240.0,1175.0,278.0,3.1053,INLAND
4282,8058,-118.19,33.85,45.0,1167.0,302.0,773.0,287.0,3.2798,NEAR OCEAN
4283,14551,-117.13,32.98,5.0,2276.0,311.0,1158.0,317.0,6.4321,<1H OCEAN
4284,16842,-122.45,37.63,28.0,4946.0,848.0,2683.0,824.0,5.747999999999998,NEAR OCEAN
4285,15347,-117.28,33.28,13.0,6131.0,1040.0,4049.0,940.0,3.8156,<1H OCEAN
4286,14576,-117.2,32.83,35.0,1377.0,350.0,792.0,313.0,2.8472,NEAR OCEAN
4287,6117,-117.9,34.12,35.0,957.0,194.0,804.0,221.0,3.3322,<1H OCEAN
4288,7723,-118.12,33.94,33.0,2206.0,393.0,973.0,364.0,4.675,<1H OCEAN
4289,17481,-119.81,34.45,24.0,3678.0,567.0,1554.0,570.0,6.5173,NEAR OCEAN
4290,18124,-122.02,37.33,25.0,3823.0,584.0,1689.0,571.0,7.3693,<1H OCEAN
4291,17973,-121.95,37.31,27.0,4140.0,,2135.0,893.0,3.6292,<1H OCEAN
4292,18574,-121.75,36.91,42.0,1368.0,468.0,2312.0,484.0,2.5599,<1H OCEAN
4293,11169,-117.98,33.83,17.0,3419.0,932.0,2460.0,766.0,3.2823,<1H OCEAN
4294,14595,-117.16,32.82,28.0,2291.0,371.0,1098.0,382.0,4.6875,NEAR OCEAN
4295,7537,-118.21,33.91,24.0,1545.0,391.0,1807.0,388.0,2.6429,<1H OCEAN
4296,11381,-117.95,33.68,19.0,1028.0,191.0,340.0,159.0,3.6364,<1H OCEAN
4297,17468,-119.84,34.45,26.0,4424.0,616.0,1839.0,601.0,6.3654,NEAR OCEAN
4298,19151,-122.7,38.35,14.0,1555.0,369.0,493.0,335.0,1.6033,<1H OCEAN
4299,186,-122.23,37.79,52.0,1783.0,395.0,1659.0,412.0,2.9357,NEAR BAY
4300,12720,-121.37,38.59,36.0,2523.0,401.0,927.0,398.0,3.5179,INLAND
4301,4949,-118.3,34.01,35.0,1147.0,290.0,818.0,281.0,1.7961,<1H OCEAN
4302,639,-122.15,37.72,47.0,1190.0,251.0,540.0,266.0,3.375,NEAR BAY
4303,3354,-120.67,40.5,15.0,5343.0,,2503.0,902.0,3.5962,INLAND
4304,6041,-117.73,34.05,28.0,2758.0,771.0,2877.0,694.0,2.0734,INLAND
4305,20363,-118.95,34.16,21.0,2953.0,419.0,1397.0,410.0,6.541,<1H OCEAN
4306,8906,-118.48,34.03,39.0,1530.0,401.0,1074.0,375.0,3.5076,<1H OCEAN
4307,3059,-119.77,35.65,21.0,2403.0,483.0,1647.0,415.0,2.6066,INLAND
4308,5765,-118.3,34.17,17.0,4041.0,1169.0,3309.0,1117.0,2.6016,<1H OCEAN
4309,18881,-122.25,38.1,52.0,248.0,86.0,173.0,69.0,2.3,NEAR BAY
4310,5747,-118.27,34.17,48.0,1560.0,280.0,825.0,269.0,5.5118,<1H OCEAN
4311,16298,-121.22,37.96,31.0,1484.0,314.0,1163.0,336.0,2.625,INLAND
4312,13744,-117.17,34.07,24.0,6573.0,1235.0,2904.0,1202.0,3.0651,INLAND
4313,15725,-122.44,37.78,44.0,1545.0,334.0,561.0,326.0,3.875,NEAR BAY
4314,5883,-118.34,34.17,52.0,1133.0,212.0,545.0,222.0,4.875,<1H OCEAN
4315,15937,-122.4,37.72,47.0,1465.0,306.0,1119.0,315.0,4.2672,NEAR BAY
4316,3953,-118.65,34.21,5.0,5429.0,665.0,2315.0,687.0,9.6465,<1H OCEAN
4317,8805,-118.34,33.76,34.0,5586.0,674.0,1871.0,636.0,15.0001,NEAR OCEAN
4318,2668,-115.46,33.19,33.0,1234.0,373.0,777.0,298.0,1.0,INLAND
4319,4484,-118.2,34.06,46.0,453.0,119.0,533.0,132.0,2.2961,<1H OCEAN
4320,10214,-117.9,33.87,28.0,2315.0,538.0,1360.0,504.0,2.9861,<1H OCEAN
4321,16676,-120.68,35.14,34.0,3100.0,617.0,1155.0,542.0,3.0938,NEAR OCEAN
4322,13443,-117.42,34.08,21.0,4460.0,930.0,2657.0,839.0,2.7569,INLAND
4323,9309,-122.55,37.99,34.0,3306.0,555.0,1398.0,585.0,4.8993,NEAR BAY
4324,19141,-122.7,38.33,16.0,1244.0,242.0,696.0,236.0,3.6369,<1H OCEAN
4325,11172,-117.98,33.83,32.0,1133.0,166.0,523.0,187.0,6.212999999999999,<1H OCEAN
4326,17879,-122.0,37.4,17.0,5121.0,1017.0,1470.0,968.0,2.9706,<1H OCEAN
4327,2785,-118.6,37.39,19.0,2682.0,518.0,1134.0,399.0,3.2132,INLAND
4328,3094,-118.45,35.58,16.0,5396.0,1182.0,1802.0,807.0,1.8819,INLAND
4329,17469,-119.85,34.44,28.0,1765.0,301.0,1173.0,297.0,6.0256,NEAR OCEAN
4330,15672,-122.44,37.8,52.0,3161.0,472.0,842.0,410.0,7.9761,NEAR BAY
4331,3256,-120.13,35.87,26.0,48.0,8.0,13.0,8.0,2.375,INLAND
4332,10406,-117.59,33.66,3.0,1206.0,256.0,563.0,287.0,5.1589,<1H OCEAN
4333,462,-122.27,37.87,35.0,3218.0,1108.0,1675.0,1000.0,1.7464,NEAR BAY
4334,12755,-121.38,38.61,27.0,2375.0,537.0,863.0,452.0,3.0086,INLAND
4335,18716,-122.4,40.62,9.0,4794.0,889.0,2162.0,865.0,3.1439,INLAND
4336,9199,-119.66,37.39,10.0,2106.0,410.0,1003.0,397.0,2.7813,INLAND
4337,9952,-122.32,38.35,20.0,3494.0,549.0,1673.0,541.0,5.5718,INLAND
4338,11749,-121.15,38.8,20.0,2104.0,370.0,745.0,314.0,4.1685,INLAND
4339,6340,-117.9,33.98,20.0,9893.0,2283.0,7228.0,2159.0,3.253,<1H OCEAN
4340,15129,-116.91,32.86,10.0,3699.0,838.0,2310.0,759.0,2.5365,<1H OCEAN
4341,3060,-119.14,35.76,30.0,735.0,137.0,421.0,113.0,2.5625,INLAND
4342,7953,-118.15,33.87,33.0,2373.0,552.0,1673.0,571.0,3.0685,<1H OCEAN
4343,2308,-119.75,36.83,15.0,2793.0,436.0,1411.0,441.0,4.9292,INLAND
4344,17432,-120.45,34.65,21.0,1182.0,243.0,733.0,251.0,3.1442,NEAR OCEAN
4345,14467,-117.25,32.84,19.0,1759.0,214.0,659.0,195.0,10.7751,NEAR OCEAN
4346,18411,-121.8,37.26,26.0,1394.0,238.0,990.0,315.0,4.8862,<1H OCEAN
4347,1588,-121.98,37.82,18.0,9117.0,1248.0,3280.0,1167.0,8.003,<1H OCEAN
4348,7759,-118.14,33.91,36.0,1096.0,204.0,569.0,201.0,4.475,<1H OCEAN
4349,13940,-117.16,34.26,27.0,9285.0,1621.0,1135.0,410.0,2.5446,INLAND
4350,1686,-122.26,37.98,28.0,2038.0,329.0,947.0,349.0,5.1178,NEAR BAY
4351,19453,-120.95,37.67,15.0,3062.0,584.0,1624.0,538.0,4.3864,INLAND
4352,11456,-118.0,33.66,25.0,4041.0,903.0,1689.0,784.0,4.2289,NEAR OCEAN
4353,1717,-122.32,38.0,32.0,2275.0,397.0,1233.0,418.0,4.0437,NEAR BAY
4354,18258,-122.08,37.38,36.0,857.0,156.0,448.0,168.0,5.0086,NEAR BAY
4355,3526,-118.51,34.27,36.0,2276.0,429.0,1001.0,419.0,4.1042,<1H OCEAN
4356,5206,-118.28,33.93,41.0,936.0,257.0,913.0,226.0,2.0313,<1H OCEAN
4357,19583,-120.46,37.65,17.0,315.0,89.0,130.0,58.0,1.4464,INLAND
4358,1997,-119.77,36.73,45.0,1081.0,241.0,821.0,230.0,1.7829,INLAND
4359,12946,-121.29,38.65,27.0,2744.0,464.0,1340.0,452.0,3.8816,INLAND
4360,8905,-118.47,34.03,32.0,3024.0,784.0,1323.0,740.0,3.3889,<1H OCEAN
4361,7597,-118.24,33.89,32.0,1132.0,266.0,1211.0,279.0,2.1838,<1H OCEAN
4362,1451,-121.97,37.97,27.0,1691.0,289.0,807.0,296.0,6.1168,INLAND
4363,7857,-118.13,33.89,33.0,3668.0,867.0,2368.0,845.0,2.8906,<1H OCEAN
4364,8284,-118.14,33.77,49.0,2792.0,690.0,1301.0,648.0,3.2917,NEAR OCEAN
4365,17327,-120.08,34.62,11.0,3478.0,588.0,1693.0,582.0,4.6554,NEAR OCEAN
4366,14608,-117.18,32.81,28.0,3436.0,537.0,1503.0,498.0,4.7679,NEAR OCEAN
4367,11827,-121.02,39.01,17.0,4786.0,799.0,2066.0,770.0,3.9734,INLAND
4368,18506,-122.0,37.0,16.0,32.0,4.0,36.0,5.0,2.625,NEAR OCEAN
4369,8694,-118.33,33.86,38.0,1059.0,218.0,561.0,205.0,4.0,<1H OCEAN
4370,9433,-122.8,38.18,36.0,2378.0,476.0,957.0,362.0,3.625,NEAR OCEAN
4371,13732,-117.19,34.05,52.0,1949.0,432.0,767.0,392.0,2.5143,INLAND
4372,10952,-117.87,33.75,12.0,2782.0,1077.0,1968.0,795.0,0.971,<1H OCEAN
4373,6934,-118.09,34.01,42.0,897.0,229.0,1094.0,238.0,2.0729,<1H OCEAN
4374,6388,-118.03,34.16,36.0,1401.0,218.0,667.0,225.0,7.1615,INLAND
4375,5414,-118.45,34.01,40.0,1361.0,240.0,559.0,229.0,6.3516,<1H OCEAN
4376,13137,-121.44,38.47,5.0,5666.0,1178.0,3139.0,1131.0,3.3608,INLAND
4377,19698,-121.62,39.11,11.0,3519.0,577.0,1459.0,549.0,4.2792,INLAND
4378,17489,-119.82,34.44,28.0,1992.0,531.0,1622.0,509.0,2.7689,NEAR OCEAN
4379,19023,-121.98,38.34,18.0,3876.0,916.0,2386.0,867.0,2.5938,INLAND
4380,1244,-121.99,39.15,17.0,6440.0,1204.0,3266.0,1142.0,2.7137,INLAND
4381,18090,-122.07,37.31,24.0,4401.0,698.0,1818.0,685.0,7.2986,<1H OCEAN
4382,17622,-121.94,37.26,43.0,2104.0,388.0,1137.0,403.0,4.9236,<1H OCEAN
4383,5679,-118.29,33.71,40.0,1644.0,471.0,780.0,416.0,3.1071,NEAR OCEAN
4384,1368,-122.13,38.01,51.0,1262.0,309.0,608.0,298.0,2.1974,NEAR BAY
4385,181,-122.23,37.8,52.0,783.0,184.0,488.0,186.0,1.9375,NEAR BAY
4386,18112,-122.03,37.3,22.0,3583.0,758.0,1792.0,695.0,5.4842,<1H OCEAN
4387,14659,-117.13,32.81,19.0,2157.0,554.0,1349.0,535.0,2.7652,NEAR OCEAN
4388,11493,-117.99,33.69,12.0,2480.0,858.0,1441.0,788.0,1.6705,<1H OCEAN
4389,13652,-117.33,34.04,18.0,1837.0,388.0,727.0,336.0,2.5187,INLAND
4390,4768,-118.36,34.04,34.0,3239.0,806.0,2331.0,765.0,2.0538,<1H OCEAN
4391,6392,-118.05,34.14,39.0,2125.0,295.0,862.0,303.0,8.9728,INLAND
4392,8917,-118.47,34.02,38.0,2163.0,651.0,1759.0,584.0,2.3382,<1H OCEAN
4393,2026,-119.76,36.71,29.0,1745.0,441.0,1530.0,391.0,1.5611,INLAND
4394,19160,-122.63,38.34,15.0,2153.0,345.0,979.0,335.0,5.1966,<1H OCEAN
4395,4259,-118.34,34.1,29.0,3193.0,1452.0,2039.0,1265.0,1.8209,<1H OCEAN
4396,18403,-121.84,37.24,24.0,7991.0,1286.0,4017.0,1213.0,5.4741,<1H OCEAN
4397,6740,-118.09,34.12,38.0,1713.0,285.0,779.0,286.0,5.6152,<1H OCEAN
4398,1392,-122.1,37.96,20.0,3796.0,650.0,1679.0,611.0,4.3571,NEAR BAY
4399,17637,-121.91,37.27,30.0,4412.0,862.0,2168.0,772.0,5.0062,<1H OCEAN
4400,14571,-117.21,32.81,33.0,4773.0,873.0,1954.0,845.0,4.3862,NEAR OCEAN
4401,8435,-118.37,33.92,40.0,928.0,187.0,521.0,185.0,5.5255,<1H OCEAN
4402,14785,-117.12,32.58,34.0,2003.0,466.0,1226.0,443.0,3.0613,NEAR OCEAN
4403,3648,-118.46,34.23,19.0,9902.0,2814.0,7307.0,2660.0,2.585,<1H OCEAN
4404,18543,-122.03,36.97,36.0,337.0,69.0,223.0,68.0,3.2404,NEAR OCEAN
4405,1932,-121.01,38.73,7.0,6322.0,1046.0,2957.0,1024.0,4.7276,INLAND
4406,19965,-119.08,36.22,28.0,1606.0,320.0,1158.0,317.0,3.0324,INLAND
4407,3108,-117.68,35.61,9.0,4241.0,832.0,1929.0,742.0,3.5988,INLAND
4408,19913,-119.29,36.31,14.0,2382.0,377.0,1278.0,386.0,5.1896,INLAND
4409,19871,-119.29,36.34,28.0,1440.0,431.0,2178.0,440.0,1.2634,INLAND
4410,295,-122.17,37.77,31.0,2424.0,533.0,1360.0,452.0,1.871,NEAR BAY
4411,1855,-124.22,41.73,28.0,3003.0,699.0,1530.0,653.0,1.7038,NEAR OCEAN
4412,19310,-122.85,38.37,16.0,1762.0,293.0,810.0,297.0,4.4437,<1H OCEAN
4413,8397,-118.36,33.95,42.0,1139.0,302.0,1283.0,306.0,4.1635,<1H OCEAN
4414,12349,-116.48,33.8,15.0,3004.0,615.0,437.0,210.0,3.6667,INLAND
4415,6062,-117.84,34.0,26.0,797.0,117.0,383.0,114.0,6.8758,<1H OCEAN
4416,1157,-121.47,39.51,19.0,3720.0,636.0,1304.0,607.0,2.6921,INLAND
4417,17296,-119.53,34.41,8.0,1705.0,400.0,886.0,391.0,3.9659,<1H OCEAN
4418,3496,-118.48,34.27,34.0,1231.0,222.0,702.0,222.0,4.9323,<1H OCEAN
4419,13217,-117.72,34.0,15.0,4363.0,690.0,2410.0,666.0,5.4824,INLAND
4420,4130,-118.19,34.13,52.0,2012.0,458.0,1314.0,434.0,3.925,<1H OCEAN
4421,11180,-117.94,33.83,20.0,812.0,192.0,494.0,172.0,3.25,<1H OCEAN
4422,20021,-119.06,36.08,19.0,2554.0,443.0,1301.0,419.0,4.1856,INLAND
4423,4266,-118.3,34.1,35.0,7517.0,2961.0,5899.0,2769.0,1.9354,<1H OCEAN
4424,9553,-120.64,37.38,21.0,3157.0,637.0,2268.0,620.0,2.567,INLAND
4425,10946,-117.88,33.74,25.0,1799.0,557.0,3416.0,538.0,3.0083,<1H OCEAN
4426,14582,-117.18,32.84,31.0,3064.0,575.0,1476.0,549.0,3.6667,NEAR OCEAN
4427,5324,-118.44,34.05,22.0,3970.0,871.0,1588.0,791.0,4.8618,<1H OCEAN
4428,1645,-121.89,37.82,4.0,11444.0,1355.0,3898.0,1257.0,13.2949,INLAND
4429,14332,-117.16,32.72,24.0,1232.0,663.0,1184.0,626.0,1.0391,NEAR OCEAN
4430,18924,-122.17,38.06,16.0,3515.0,626.0,1764.0,626.0,4.4397,NEAR BAY
4431,14264,-117.1,32.69,35.0,1292.0,272.0,1183.0,272.0,2.0547,NEAR OCEAN
4432,13176,-117.75,34.01,4.0,22128.0,3522.0,10450.0,3258.0,6.1287,<1H OCEAN
